CoC_Code,CoC_Name,Homeless_Count,Sheltered_Count,Unsheltered_Count,Year,State,Area_Name,Total_Pop,Poverty_Count,Unemployed_Count,Vacant_Units,Total_Housing_Units,Rent_Burden_30_35,Rent_Burden_35_40,Rent_Burden_40_50,Rent_Burden_50_Plus,Total_Pop_MOE,Poverty_Count_MOE,Unemployed_Count_MOE,Vacant_Units_MOE,Total_Housing_Units_MOE,Rent_Burden_30_35_MOE,Rent_Burden_35_40_MOE,Rent_Burden_40_50_MOE,Rent_Burden_50_Plus_MOE,Poverty_Rate,Unemployment_Rate,Vacancy_Rate,Rent_Burden_Rate
OK-502,Oklahoma City CoC,1183.0,789.0,394.0,2018,OK,Oklahoma City,413443,44356.0,9267.0,12312,162135,3864.0,2604.0,3346.0,9737.0,0.0,2195.5420742950932,751.0046604382692,890.2359237864983,364.4722211636986,448.7426879627121,435.13676011111727,419.90951406225605,753.3770636275038,0.10728443824178907,0.02241421429314319,0.07593671940049958,0.0472882598084863
OK-503,Oklahoma Balance of State CoC,233.0,78.0,155.0,2018,OK,Oklahoma Balance of State,1099712,174195.0,26413.0,60176,473171,11501.0,8913.0,12547.0,31260.0,0.0,4531.537818445301,1008.2058321592868,1513.024784991971,1031.075651928606,743.9912633895643,681.3339856487419,812.4186113082344,1145.4069145941105,0.15840056305650935,0.024018106558808126,0.12717601036411783,0.05839801693534307
OK-505,Northeast Oklahoma CoC,392.0,341.0,51.0,2018,OK,Northeast Oklahoma,303606,58378.0,8337.0,30715,144901,2405.0,2030.0,2255.0,5638.0,0.0,1706.6669270833136,484.29742927254944,629.6816656057249,265.44679316201956,216.95621678117453,228.19290085364182,230.6013876801265,357.036412708844,0.19228210246174318,0.027459931621904705,0.21197231213035106,0.04060525813060348
OK-506,Southwest Oklahoma Regional CoC,191.0,150.0,41.0,2018,OK,Southwest Oklahoma Regional,406121,58654.0,10111.0,33002,180497,3421.0,2658.0,3130.0,7461.0,0.0,2053.724908550315,614.9650396567272,914.5321208136978,386.78547025450683,345.97543265382296,322.8498102833576,368.24176840765904,548.3557239602775,0.14442493739550527,0.024896520987587444,0.18283960398233765,0.041046880117009465
OK-507,Southeastern Oklahoma Regional CoC,244.0,187.0,57.0,2018,OK,Southeastern Oklahoma Regional,127461,25420.0,2905.0,5921,56591,1576.0,1418.0,1589.0,4040.0,0.0,1750.0,440.0,643.0,115.0,321.0,288.0,392.0,479.0,0.19943355222381748,0.02279128517742682,0.10462794437278013,0.0676520661221864
OK-507,Southeastern Oklahoma Regional CoC,244.0,187.0,57.0,2018,OK,Southeastern Oklahoma Regional,533068,99477.0,14346.0,52539,254465,4222.0,3426.0,4319.0,10418.0,0.0,2216.9244461640997,602.4632768891395,786.6218913811133,425.5666810266048,309.35901473853966,295.1745246460134,334.6864203997527,498.64716985058686,0.18661221457675192,0.02691213878904755,0.20646847307095278,0.04199276640128464
OR-500,"Eugene, Springfield/Lane County CoC",1641.0,507.0,1134.0,2018,OR,"Eugene, Springfield/Lane County",368882,67022.0,13000.0,10751,161531,5427.0,4222.0,5601.0,17824.0,0.0,2539.0,915.0,778.0,280.0,497.0,554.0,545.0,977.0,0.18168953757570172,0.03524162198209726,0.06655688381796683,0.08966010811045266
OR-501,"Portland, Gresham/Multnomah County CoC",4019.0,2351.0,1668.0,2018,OR,"Portland, Gresham/Multnomah County",798647,118644.0,25413.0,20778,342746,12669.0,9335.0,13579.0,38930.0,0.0,3664.0,1363.0,1241.0,434.0,804.0,764.0,912.0,1365.0,0.14855624575062576,0.0318200656860916,0.06062215168083654,0.0932990420047906
OR-502,"Medford, Ashland/Jackson County CoC",732.0,403.0,329.0,2018,OR,"Medford, Ashland/Jackson County",214267,34519.0,6530.0,7108,94525,2913.0,2118.0,2815.0,9220.0,0.0,2207.0,689.0,770.0,209.0,481.0,326.0,427.0,689.0,0.16110273630563735,0.03047599490355491,0.07519703782068236,0.07964828928393079
OR-503,Central Oregon CoC,787.0,232.0,555.0,2018,OR,Central Oregon,226120,27145.0,6563.0,17867,107569,2702.0,2377.0,2318.0,6973.0,0.0,2034.500675841618,748.4744484616692,980.3290263987902,150.40611689688689,459.02178597535,494.1032280809345,366.4177943277318,735.264578230177,0.12004687776401911,0.02902441181673448,0.16609803939796783,0.06355032725986202
OR-505,Oregon Balance of State CoC,6392.0,1858.0,4534.0,2018,OR,Oregon Balance of State,1486418,228217.0,46151.0,82386,652391,17087.0,13173.0,17775.0,47727.0,217.59595584477208,5034.856800346957,1737.3468277807974,1938.3771562830593,677.416415508216,1060.7035401091107,813.0578085228626,998.09969441935,1482.1450671239977,0.15353487377036606,0.031048466851181834,0.12628316454396213,0.0644246773114965
OR-506,"Hillsboro, Beaverton/Washington County CoC",522.0,163.0,359.0,2018,OR,"Hillsboro, Beaverton/Washington County",581821,55505.0,15878.0,9848,226355,7300.0,5435.0,7071.0,18853.0,0.0,2589.0,995.0,978.0,246.0,662.0,526.0,613.0,913.0,0.09539875666227242,0.027290180313189107,0.04350688078460825,0.06644483440783333
OR-507,Clackamas County CoC,383.0,37.0,346.0,2018,OR,Clackamas County,405788,34195.0,9950.0,9966,165422,3991.0,2852.0,4088.0,10593.0,0.0,2141.0,711.0,720.0,205.0,384.0,424.0,454.0,722.0,0.08426814001399746,0.02452019281003874,0.06024591650445527,0.05304247538123355
PA-500,Philadelphia CoC,5788.0,4705.0,1083.0,2018,PA,Philadelphia,1575522,380873.0,78170.0,88115,682893,21484.0,15552.0,21658.0,81709.0,0.0,7379.0,2254.0,1867.0,874.0,1056.0,980.0,1108.0,2123.0,0.24174400611352936,0.04961530210304902,0.12903192740297528,0.08911522657252643
PA-501,Harrisburg/Dauphin County CoC,445.0,410.0,35.0,2018,PA,Harrisburg/Dauphin County,274515,34158.0,7200.0,12056,123740,3612.0,2181.0,2928.0,9094.0,0.0,1627.0,614.0,744.0,949.0,445.0,346.0,441.0,702.0,0.12443035899677614,0.026228074968580952,0.09743009536124131,0.06489627160628746
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",414.0,361.0,53.0,2018,PA,"Upper Darby, Chester, Haverford/Delaware County",563527,54468.0,17628.0,17753,224158,5840.0,4030.0,5359.0,15371.0,0.0,2851.0,859.0,933.0,407.0,514.0,484.0,471.0,761.0,0.09665552848399456,0.03128155350142939,0.07919860098680395,0.05430085869887335
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",165.0,159.0,6.0,2018,PA,"Wilkes-Barre, Hazleton/Luzerne County",317884,45514.0,10037.0,21843,149897,2947.0,2191.0,2572.0,8017.0,0.0,1984.0,692.0,995.0,315.0,322.0,316.0,357.0,464.0,0.1431780146216859,0.03157441079135785,0.14572006110862792,0.04947402197027847
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",291.0,271.0,20.0,2018,PA,"Lower Merion, Norristown, Abington/Montgomery County",821301,49866.0,20904.0,18682,332631,7330.0,5375.0,6801.0,20295.0,0.0,2212.0,953.0,998.0,413.0,604.0,502.0,579.0,908.0,0.06071586422030413,0.02545230067904459,0.056164338260715325,0.04846091749553452
PA-505,Chester County CoC,579.0,566.0,13.0,2018,PA,Chester County,517156,34217.0,12306.0,9458,199050,3447.0,2985.0,3556.0,10499.0,0.0,2017.0,767.0,737.0,360.0,398.0,415.0,402.0,671.0,0.0661637881026228,0.02379552784846352,0.047515699572971616,0.03961473907292964
PA-506,Reading/Berks County CoC,562.0,551.0,11.0,2018,PA,Reading/Berks County,416642,51733.0,14482.0,12301,166768,4476.0,2794.0,3810.0,10412.0,0.0,2042.0,903.0,757.0,373.0,480.0,366.0,440.0,692.0,0.12416655065979906,0.034758857724377284,0.07376115321884294,0.05158385376414284
PA-508,Scranton/Lackawanna County CoC,159.0,154.0,5.0,2018,PA,Scranton/Lackawanna County,211454,30748.0,4923.0,13031,99659,2098.0,1445.0,2250.0,6875.0,0.0,1773.0,475.0,763.0,233.0,278.0,239.0,331.0,598.0,0.14541224096020883,0.02328165936799493,0.13075587754241966,0.05990901094327844
PA-509,Eastern Pennsylvania CoC,1998.0,1652.0,346.0,2018,PA,Eastern Pennsylvania,3102535,354763.0,83154.0,210366,1416127,27620.0,19088.0,27645.0,72345.0,0.0,5935.5110984649,1965.0038167901862,2520.585051133962,1046.897798259219,1150.786252959254,964.0539403996023,1182.6313880495477,1784.3727189127276,0.11434617175954502,0.02680195388609637,0.14855023596047529,0.04728326997116874
PA-510,Lancaster City & County CoC,406.0,390.0,16.0,2018,PA,Lancaster City & County,538347,52452.0,11213.0,9981,209870,4701.0,4146.0,5417.0,14919.0,0.0,2802.0,615.0,836.0,355.0,518.0,464.0,504.0,777.0,0.0974315822322777,0.020828573392254437,0.04755801210273026,0.05420853092893617
PA-511,"Bristol, Bensalem/Bucks County CoC",397.0,378.0,19.0,2018,PA,"Bristol, Bensalem/Bucks County",626370,37423.0,15665.0,12349,249732,5236.0,3294.0,4125.0,14115.0,0.0,1928.0,753.0,971.0,373.0,534.0,421.0,540.0,781.0,0.059745837125021954,0.025009179877708065,0.049449009338010344,0.042738317607803694
PA-512,York City & County CoC,324.0,291.0,33.0,2018,PA,York City & County,444014,43381.0,11787.0,12135,183379,4398.0,3045.0,3481.0,9617.0,0.0,2357.0,769.0,873.0,307.0,497.0,448.0,393.0,593.0,0.09770187426522588,0.026546460246748976,0.0661744256430671,0.04626205480007387
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",783.0,727.0,56.0,2018,PA,"Pittsburgh, McKeesport, Penn Hills/Allegheny County",1225561,144842.0,34903.0,60464,598424,14206.0,9885.0,14246.0,42507.0,0.0,4089.0,1155.0,1874.0,610.0,840.0,606.0,895.0,1319.0,0.11818424378713095,0.028479202585591414,0.10103872839324626,0.06596489281235288
PA-601,Western Pennsylvania CoC,748.0,710.0,38.0,2018,PA,Western Pennsylvania,1713485,203779.0,45097.0,130396,836867,13270.0,9219.0,12477.0,32919.0,0.0,3570.6528814769995,1226.9225729441935,1852.5460857965181,825.8837690619667,704.3244990769524,609.9467189845356,693.7694141427684,1083.014312001462,0.11892663198102113,0.02631887644187139,0.1558144842609399,0.03961808828206841
PA-603,Beaver County CoC,117.0,111.0,6.0,2018,PA,Beaver County,166896,17920.0,4344.0,8463,79280,1812.0,964.0,1279.0,3196.0,0.0,1305.0,413.0,507.0,207.0,293.0,174.0,253.0,398.0,0.10737225577605215,0.026028185217141214,0.10674823410696266,0.04344621800402646
PA-605,Erie City & County CoC,336.0,332.0,4.0,2018,PA,Erie City & County,275972,42812.0,7952.0,11074,121124,2819.0,2100.0,2684.0,8927.0,0.0,1868.0,672.0,769.0,403.0,356.0,296.0,346.0,673.0,0.15513168002550984,0.028814517414810198,0.09142696740530365,0.05989738089371385
PR-502,Puerto Rico Balance of Commonwealth CoC,1643.0,442.0,1201.0,2018,PR,Puerto Rico Balance of Commonwealth,1495637,603143.0,97292.0,147119,694490,9915.0,7408.0,9314.0,33034.0,0.0,7263.883190140105,2463.760540312309,2405.372944056701,1641.3198956937067,749.6625907700077,698.0444111945886,685.6019253181835,1186.9309162710356,0.40326830641392264,0.06505054368138793,0.21183746346239687,0.039896712905604766
PR-503,South-Southeast Puerto Rico CoC,1539.0,228.0,1311.0,2018,PR,South-Southeast Puerto Rico,1891304,892017.0,112658.0,210965,868669,9241.0,6483.0,9250.0,31400.0,308.2985565973347,8785.292937631619,2753.759793446044,2692.6722786109713,1769.5502253397613,704.5090489127872,598.7428496441523,706.0573631086925,1275.1960633565334,0.4716412591524155,0.059566309805298354,0.2428600537143607,0.0298069480104732
RI-500,Rhode Island Statewide CoC,1101.0,1050.0,51.0,2018,RI,Rhode Island Statewide,1056611,133055.0,34479.0,56527,467412,14630.0,10747.0,12826.0,36294.0,0.0,4106.57813757391,1320.967448501287,1537.1486590437503,394.9405018480632,910.5893695843369,744.8026584270494,838.4956767926714,1456.1493742058196,0.12592619232622035,0.03263168753685131,0.12093613343260336,0.07050560707772302
SC-500,Charleston/Low Country CoC,451.0,337.0,114.0,2018,SC,Charleston/Low Country,1027180,136477.0,27165.0,76345,464965,10282.0,8780.0,11086.0,28486.0,0.0,4457.1747778161,1428.2426264469213,1917.2785400144653,474.05484914722683,782.8192639428337,738.1036512577349,764.113865860318,1266.5524071273167,0.13286571000214178,0.0264461924881715,0.16419515447399266,0.05708249771218287
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1185.0,849.0,336.0,2018,SC,"Greenville, Anderson, Spartanburg/Upstate",1498694,226588.0,41514.0,81785,655777,14444.0,10460.0,14095.0,37188.0,0.0,5239.1006861865135,1620.0762327742482,2043.1791404573412,586.890108964191,892.7715273237604,798.262488157874,986.496325385959,1378.772279965042,0.15119030302383274,0.0277001175690301,0.12471465147451039,0.05083559419067535
SC-502,Columbia/Midlands CoC,1205.0,1005.0,200.0,2018,SC,Columbia/Midlands,1515717,229644.0,50002.0,80912,657372,14171.0,10412.0,14911.0,39910.0,0.0,5660.742265816383,1816.2059354599633,2189.075375586688,682.3115124340201,900.532620175416,796.6078081465182,1004.5292429790185,1518.0836604087403,0.15150849399986938,0.03298900784249303,0.12308403765295753,0.052387088090982685
SC-503,"Myrtle Beach, Sumter City & County CoC",1092.0,398.0,694.0,2018,SC,"Myrtle Beach, Sumter City & County",914334,177923.0,34561.0,123198,478837,8963.0,5973.0,8103.0,23268.0,0.0,4893.108112437329,1400.9739469383433,1984.1819473022124,459.13832338414096,780.0185895220703,561.1060505822406,678.1990858147775,1110.2387130703019,0.19459300430696003,0.037799097485164065,0.2572858822522069,0.05064560652890519
SD-500,South Dakota Statewide CoC,1159.0,874.0,285.0,2018,SD,South Dakota Statewide,864289,113144.0,16252.0,46072,387637,8083.0,5704.0,7198.0,18975.0,373.69773882109587,2897.554140995471,885.2615432740768,1295.5493043493173,796.1557636543241,626.0031948800262,506.7800311772357,612.82705553851,908.5824123325302,0.13090991554908138,0.018803895456265207,0.1188534634206745,0.046234534976148024
TN-500,Chattanooga/Southeast Tennessee CoC,623.0,330.0,293.0,2018,TN,Chattanooga/Southeast Tennessee,688840,104982.0,19699.0,36214,304744,6476.0,5305.0,7528.0,17260.0,0.0,3521.965502386416,1237.8824661493513,1437.7851021623503,419.9952380682429,639.307437779352,533.9054223362036,664.7300203842159,925.6716480480538,0.15240404157714418,0.028597352070146912,0.11883416900742919,0.05308779977933918
TN-501,Memphis/Shelby County CoC,1226.0,1124.0,102.0,2018,TN,Memphis/Shelby County,937005,189641.0,36236.0,54024,404284,13552.0,9308.0,14241.0,41216.0,0.0,5494.0,1518.0,1654.0,450.0,1059.0,871.0,969.0,1448.0,0.20239059556779312,0.03867215222971062,0.13362883517527283,0.08358226476913143
TN-502,Knoxville/Knox County CoC,743.0,557.0,186.0,2018,TN,Knoxville/Knox County,456185,67732.0,11489.0,18951,202269,5264.0,4055.0,5184.0,13704.0,0.0,2605.0,918.0,1214.0,371.0,529.0,464.0,465.0,835.0,0.14847485121167947,0.025184957857009766,0.09369206353914836,0.061832370639104746
TN-503,Central Tennessee CoC,268.0,244.0,24.0,2018,TN,Central Tennessee,1162808,133952.0,28372.0,44921,469561,9895.0,7086.0,9899.0,21737.0,0.0,4291.2127656409675,1372.8186333234264,1578.258217149526,450.3265481847589,765.287527665256,667.8525286318829,790.3442288016026,1114.8959592715366,0.11519700586855268,0.024399556934592812,0.09566595181456722,0.04180999786723173
TN-504,Nashville-Davidson County CoC,2298.0,1682.0,616.0,2018,TN,Nashville-Davidson County,684017,108515.0,18066.0,27946,305849,11649.0,8960.0,11139.0,26650.0,0.0,3450.0,1257.0,1402.0,520.0,723.0,749.0,797.0,1184.0,0.15864371791929147,0.026411624272496152,0.09137188612681421,0.08537507108741449
TN-506,Upper Cumberland CoC,258.0,212.0,46.0,2018,TN,Upper Cumberland,577831,90407.0,14848.0,33422,259769,4753.0,3240.0,4361.0,10338.0,0.0,3249.407176701621,907.1003252121565,1235.1137599427836,332.7236090210612,514.7989898979989,442.28497600529005,494.2438669321047,735.6113104078811,0.1564592415429425,0.025696094532830532,0.12866046371968942,0.03927099792153761
TN-507,Jackson/West Tennessee CoC,1026.0,122.0,904.0,2018,TN,Jackson/West Tennessee,665950,120101.0,21046.0,49258,305586,6122.0,3983.0,6682.0,15518.0,0.0,3462.2404595868265,1052.4001140250793,1374.954908351543,460.48887065813,589.3148564222694,495.4210330617787,592.2752738381031,871.0838076786871,0.18034537127411968,0.0316029731961859,0.16119193942130858,0.04850964787146182
TN-509,Appalachian Regional CoC,360.0,250.0,110.0,2018,TN,Appalachian Regional,507405,88576.0,13430.0,33433,244218,4408.0,3453.0,4986.0,11660.0,0.0,3251.569005880084,914.2636381263338,1280.2714555905711,361.1038631751258,474.28999567774986,452.46878345362126,597.0586235873325,811.1547324647746,0.1745666676520728,0.026468008789822726,0.1368981811332498,0.048298696307683214
TN-510,Murfreesboro/Rutherford County CoC,283.0,209.0,74.0,2018,TN,Murfreesboro/Rutherford County,307128,35604.0,8196.0,6107,115575,3667.0,2218.0,2745.0,7494.0,0.0,2695.0,866.0,780.0,169.0,550.0,377.0,423.0,743.0,0.11592560756427288,0.026685942017660388,0.05284014709063379,0.05249928368628064
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",798.0,298.0,500.0,2018,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties",663920,106998.0,20162.0,59193,318675,5841.0,4295.0,5462.0,13084.0,0.0,3643.400609320913,1186.4771384228186,1618.2042516320366,328.04572851966844,569.5348979649974,528.4912487449532,564.4466316668033,874.6342092555036,0.1611609832509941,0.030368116640559103,0.18574723464344553,0.04320098807085191
TX-500,San Antonio/Bexar County CoC,3066.0,1713.0,1353.0,2018,TX,San Antonio/Bexar County,2081002,322184.0,57295.0,59994,745675,22579.0,17853.0,24551.0,59717.0,0.0,8101.983954563228,2355.921263540019,2156.7783845356016,475.988445237907,1221.0962288042658,1022.6416772261924,1155.9316588795377,2171.6005617976803,0.1548215715314065,0.027532409867938618,0.08045596271834245,0.059923056296918506
TX-503,Austin/Travis County CoC,2147.0,1133.0,1014.0,2018,TX,Austin/Travis County,1730223,189930.0,40617.0,53921,687159,24928.0,18521.0,24336.0,56887.0,0.0,5509.972232234932,1796.110519984781,1924.7794678871655,636.7676185234296,1299.7449749854777,1161.595884978937,1237.5362620949738,1881.8854906715233,0.10977197736939111,0.023475008712749743,0.07846946630983513,0.07205545181170288
TX-600,"Dallas City & County, Irving CoC",4121.0,2780.0,1341.0,2018,TX,"Dallas City & County, Irving",5644521,749073.0,145690.0,161809,2141065,74982.0,55225.0,74226.0,175654.0,0.0,11205.64032083843,3400.8049047247623,3640.29202125324,842.1870338588692,2131.8149544460935,1842.714030987988,2102.314438898235,3016.496477703894,0.132707983547231,0.025810870399808946,0.07557407178203371,0.06733733473575526
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2015.0,1337.0,678.0,2018,TX,"Fort Worth, Arlington/Tarrant County",1100324,91909.0,25751.0,26586,410524,11214.0,8452.0,10613.0,23824.0,0.0,4401.040558776981,1289.9290678172968,1432.8900865034973,410.33888433829907,922.5556893759856,785.5934062859744,773.3511492200681,1092.749285060393,0.08352903326656512,0.023403106721293,0.06476113454998977,0.04917006263609628
TX-603,El Paso City & County CoC,892.0,715.0,177.0,2018,TX,El Paso City & County,837654,175171.0,24709.0,27641,293365,9085.0,7070.0,9701.0,20580.0,0.0,6015.0,1384.0,1270.0,362.0,780.0,677.0,867.0,1186.0,0.20912094969999545,0.029497859498074385,0.09422051028582142,0.05543577658555919
TX-604,Waco/McLennan County CoC,188.0,130.0,58.0,2018,TX,Waco/McLennan County,362473,65745.0,8553.0,24597,153759,3747.0,2862.0,3802.0,10707.0,0.0,2570.203882963373,710.0542232815744,909.4338898457655,312.6627576159335,437.3636930519039,370.7694701563223,452.3239989211273,662.45452674127,0.18137902685165516,0.023596240271689203,0.15997112364154292,0.05826089115603093
TX-607,Texas Balance of State CoC,7638.0,3560.0,4078.0,2018,TX,Texas Balance of State,14165785,2390871.0,392837.0,781256,5591625,143930.0,107988.0,149149.0,377430.0,649.16869918381,20493.18777057391,5282.204085417375,6541.335872740368,2481.3226311787835,3630.74895854836,2623.7013930704843,3237.591543107314,4776.249679403287,0.1687778686461781,0.027731396459850267,0.13971895468669662,0.05495614962390012
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",238.0,195.0,43.0,2018,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties",331960,49245.0,8173.0,28681,150366,2779.0,2249.0,2677.0,7630.0,278.4277285041847,2639.3000966165255,766.3798014039775,986.4872021470933,514.5755532475284,386.79839710112554,343.9127796404199,401.66154906836675,630.6163651539658,0.1483461862875045,0.024620436197132185,0.1907412579971536,0.046195324737920235
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",4143.0,2529.0,1614.0,2018,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties",1293787,112091.0,31969.0,29969,453173,7900.0,6292.0,8030.0,20874.0,0.0,5632.6565668430385,2048.234605703165,1971.0733116756464,533.7199640260799,827.2182299732036,720.4470834141811,886.0118509365436,1338.6205586348956,0.08663790871294888,0.024709631492664558,0.06613147738280965,0.033309965241573765
TX-701,"Bryan, College Station/Brazos Valley CoC",197.0,126.0,71.0,2018,TX,"Bryan, College Station/Brazos Valley",337466,67719.0,7412.0,22400,143189,3309.0,3110.0,4240.0,15976.0,0.0,2846.8157650259,661.7824415924013,1058.27359411449,411.4462297797854,419.55214217067225,452.5030386638304,524.0954111609832,863.5988652146319,0.20066910444311428,0.021963694120296563,0.15643659778334928,0.07892646962953305
UT-500,Salt Lake City & County CoC,1804.0,1668.0,136.0,2018,UT,Salt Lake City & County,1711245,172435.0,33460.0,28827,558905,15571.0,11206.0,15112.0,34177.0,0.0,5188.45651422463,1507.025215449297,1328.136288187323,416.0252396189443,1000.4728881883807,850.02235264727,953.0886632417784,1200.5552881895944,0.10076581670070621,0.01955301549456682,0.05157763841797801,0.04445067772294441
UT-503,Utah Balance of State CoC,899.0,660.0,239.0,2018,UT,Utah Balance of State,1263071,132678.0,24917.0,63359,466778,9235.0,6918.0,8058.0,19282.0,237.58787847867995,4191.401197690338,1205.3596973517906,1431.703181528909,422.7682580326957,688.9484741256055,616.871947814131,656.7099816509568,998.6510902212043,0.10504397615019266,0.019727315408239125,0.13573690276748263,0.03443432712808702
UT-504,Provo/Mountainland CoC,173.0,128.0,45.0,2018,UT,Provo/Mountainland,71034,4791.0,581.0,16326,40448,572.0,313.0,435.0,1292.0,0.0,725.3275122315436,134.9518432626987,526.7950265520736,82.00609733428362,188.62131374794313,112.92918134831227,129.0155029444136,213.03755537463343,0.06744657487963511,0.008179181800264662,0.4036293512658228,0.03677112368724836
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",609.0,505.0,104.0,2018,VA,"Richmond/Henrico, Chesterfield, Hanover Counties",1072479,118468.0,30917.0,30114,437894,11938.0,9107.0,12030.0,32851.0,0.0,3826.565169966402,1462.0102598819203,1385.3667384487042,470.6421145626473,870.6945503447233,777.9222326171171,888.452587367497,1234.2540257175588,0.1104618365487809,0.028827604083623084,0.06877006764194074,0.06147066749092523
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",773.0,693.0,80.0,2018,VA,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties",635094,80255.0,20507.0,20372,250307,7850.0,6523.0,8880.0,22895.0,0.0,3229.507237954422,1007.9692455625816,1111.1998020158212,661.9418403455095,576.7737858120807,569.9973684149778,684.2623765778739,1014.8728984459088,0.126367120457759,0.03228970829515001,0.08138805546788544,0.07266325929704893
VA-502,"Roanoke City & County, Salem CoC",317.0,306.0,11.0,2018,VA,"Roanoke City & County, Salem",277926,35813.0,7056.0,12607,127445,2582.0,2225.0,3004.0,8700.0,0.0,1997.3269637192604,617.0972370704636,785.9707373687648,320.70391329074863,379.10025059342814,360.17356926904006,426.487983418056,634.0938416354476,0.1288580413491361,0.025388052934953907,0.09892110322099729,0.059407899944589566
VA-503,Virginia Beach CoC,243.0,171.0,72.0,2018,VA,Virginia Beach,450135,33485.0,11221.0,14616,183906,7002.0,4579.0,5908.0,12207.0,0.0,2049.0,869.0,824.0,455.0,691.0,555.0,561.0,889.0,0.07438879447276928,0.02492807713241583,0.07947538416364883,0.06597131971519656
VA-504,Charlottesville CoC,183.0,155.0,28.0,2018,VA,Charlottesville,249281,29099.0,5163.0,15302,111746,2331.0,1643.0,2718.0,7412.0,0.0,1748.1876329501933,532.5532837191035,897.335500245031,505.9189658433453,346.9380348131349,331.5388363374644,387.1730879077212,590.3964769542582,0.11673172042795078,0.02071156646515378,0.13693555026578133,0.056578720399870025
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",439.0,369.0,70.0,2018,VA,"Newport News, Hampton/Virginia Peninsula",484295,58754.0,14897.0,22559,208251,7855.0,4925.0,8117.0,18346.0,0.0,3110.4610590714683,944.2097224663597,1199.6499489434407,487.6484389393654,655.6508217031379,560.3677364017311,727.549998281905,918.3975174182474,0.12131861778461475,0.030760177164744627,0.10832601043932562,0.08103118966745475
VA-507,Portsmouth CoC,135.0,107.0,28.0,2018,VA,Portsmouth,95311,15707.0,4212.0,4424,40895,1360.0,1433.0,1783.0,4224.0,0.0,1172.0,478.0,451.0,257.0,236.0,274.0,256.0,404.0,0.16479734763038895,0.04419217089318127,0.10817948404450421,0.09232932190408243
VA-508,Lynchburg CoC,112.0,92.0,20.0,2018,VA,Lynchburg,260668,35068.0,6176.0,15743,116114,2453.0,1909.0,2867.0,5763.0,0.0,1848.0836020050608,599.5615064361621,884.4783773501758,335.36845409191363,361.67526871490674,335.48770469273535,386.4712149694981,579.0630362922503,0.13453128116991728,0.023692973437476023,0.13558227259417469,0.049841177282980646
VA-513,"Harrisburg, Winchester/Western Virginia CoC",304.0,276.0,28.0,2018,VA,"Harrisburg, Winchester/Western Virginia",366385,43920.0,8185.0,18419,154331,3532.0,2455.0,3738.0,9552.0,0.0,2187.605083190291,643.158611852473,955.3580480636566,286.52050537439726,460.286867073133,383.45534290188215,439.52246814013955,696.3662829287472,0.11987390313468073,0.02233988836879239,0.11934737674219696,0.052614053522933524
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",200.0,164.0,36.0,2018,VA,"Fredericksburg/Spotsylvania, Stafford Counties",359967,24184.0,8794.0,8504,129105,2849.0,2569.0,3189.0,6046.0,0.0,1869.0205991374198,648.4643398059758,703.882092399004,466.0450621989251,392.36972360262456,363.1129300920032,423.4784528166693,605.4444648355454,0.06718393630527243,0.024430017196020747,0.06586886642655203,0.04070650920778849
VA-521,Virginia Balance of State CoC,718.0,553.0,165.0,2018,VA,Virginia Balance of State,1692692,263868.0,44358.0,153965,818852,14725.0,10551.0,13738.0,40906.0,0.0,5325.034459982396,1576.825291527251,2476.5786884328954,1084.4233490662214,914.7371207073647,774.9128983311608,851.9665486390883,1445.4424928028095,0.15588659957038847,0.02620559440228937,0.18802543072496616,0.04721473250892661
VA-600,Arlington County CoC,221.0,186.0,35.0,2018,VA,Arlington County,231803,16360.0,4405.0,8368,113084,5456.0,2930.0,3510.0,10411.0,0.0,1355.0,504.0,760.0,316.0,518.0,397.0,417.0,537.0,0.07057717113238396,0.019003205307955462,0.07399808991546107,0.0962325768001277
VA-601,Fairfax County CoC,987.0,901.0,86.0,2018,VA,Fairfax County,1181461,72290.0,27528.0,19119,427381,12315.0,7817.0,10636.0,26820.0,0.0,3545.8164081068835,1254.472399058664,1239.6741507347808,339.19168621886945,715.085309595995,615.1698952322033,744.9382524746599,1093.5890452999245,0.06118695411867171,0.02329996504328116,0.04473525963952539,0.04874303933858164
