CoC_Code,CoC_Name,Homeless_Count,Sheltered_Count,Unsheltered_Count,Year,State,Area_Name,Total_Pop,Poverty_Count,Unemployed_Count,Vacant_Units,Total_Housing_Units,Rent_Burden_30_35,Rent_Burden_35_40,Rent_Burden_40_50,Rent_Burden_50_Plus,Total_Pop_MOE,Poverty_Count_MOE,Unemployed_Count_MOE,Vacant_Units_MOE,Total_Housing_Units_MOE,Rent_Burden_30_35_MOE,Rent_Burden_35_40_MOE,Rent_Burden_40_50_MOE,Rent_Burden_50_Plus_MOE,Poverty_Rate,Unemployment_Rate,Vacancy_Rate,Rent_Burden_Rate
HI-500,Hawaii Balance of State CoC,2010.0,706.0,1304.0,2020,HI,Hawaii Balance of State,439956,48167.0,11939.0,42722,193420,3737.0,3212.0,3973.0,11454.0,184.0,2499.261690979958,942.5624647735555,1336.416851135902,346.13003336896384,401.1396265641179,523.0879467164198,454.1299373527361,809.9049326927204,0.10948140268572312,0.027136804589549864,0.22087684830937857,0.05085963141768722
HI-501,Honolulu City and County CoC,4448.0,2102.0,2346.0,2020,HI,Honolulu City and County,979682,79799.0,20248.0,35860,352788,12063.0,9620.0,14062.0,35829.0,0.0,3312.0,1147.0,1366.0,294.0,710.0,738.0,849.0,1399.0,0.08145398200640616,0.02066793102251547,0.10164744832590678,0.07305840058304633
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",305.0,288.0,17.0,2020,IA,"Sioux City/Dakota, Woodbury Counties",102687,12386.0,2536.0,2932,42455,915.0,554.0,893.0,2391.0,0.0,1205.0,403.0,495.0,130.0,217.0,180.0,245.0,360.0,0.12061896832120911,0.024696407529677562,0.06906135908609115,0.04628628745605578
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",305.0,288.0,17.0,2020,IA,"Sioux City/Dakota, Woodbury Counties",20124,2795.0,448.0,517,7867,177.0,136.0,158.0,379.0,0.0,634.0,151.0,202.0,39.0,133.0,74.0,118.0,148.0,0.1388888888888889,0.022261975750347843,0.06571755434091776,0.04223812363347247
IA-501,Iowa Balance of State CoC,1696.0,1510.0,186.0,2020,IA,Iowa Balance of State,2378010,263277.0,47176.0,112418,1083453,19248.0,12911.0,19226.0,54337.0,0.0,4758.557239332106,1667.6843226462256,2225.7879503672402,957.8522850627857,999.9194967596142,806.4756660929082,1053.7884038078992,1604.8778769738212,0.11071315932229049,0.019838436339628514,0.10375900015967467,0.044458181420599575
IA-502,Des Moines/Polk County CoC,646.0,516.0,130.0,2020,IA,Des Moines/Polk County,575836,54028.0,13972.0,15371,241879,6074.0,4654.0,5745.0,12835.0,0.0,2827.0833026283467,993.215485179324,1113.3274450942095,329.1018079561399,721.7866720853191,642.79467950505,788.5080849300151,877.351126972548,0.09382532526622163,0.024263852902562534,0.06354830307715842,0.05089643579074598
ID-500,Boise/Ada County CoC,647.0,564.0,83.0,2020,ID,Boise/Ada County,469473,42870.0,9273.0,7408,187116,4179.0,3221.0,4714.0,10141.0,0.0,2502.0,1101.0,930.0,313.0,588.0,510.0,584.0,920.0,0.0913151555041504,0.019751934616048208,0.03959041450223391,0.047404217068926224
ID-501,Idaho Balance of State CoC,1668.0,708.0,960.0,2020,ID,Idaho Balance of State,1284894,162806.0,26682.0,80704,550295,10443.0,9359.0,11801.0,24640.0,202.2325394193526,4876.038966210176,1443.4756665770296,1784.5234658025654,491.0509138572089,787.9263925012285,853.4260366311776,890.7592267274025,1280.5276256293732,0.1267077284196206,0.020765915320641235,0.14665588457100281,0.04377248239932632
IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",465.0,420.0,45.0,2020,IL,"Rockford/DeKalb, Winnebago, Boone Counties",336928,48386.0,13184.0,11215,145782,3371.0,2426.0,3248.0,9692.0,0.0,2495.387945791195,969.6767502626842,804.6726042310625,204.9438947614688,500.371861718862,432.134238402837,425.84973875769845,643.1492828263124,0.14360931712413336,0.03913002184442967,0.07692993648049828,0.055611287871592745
IL-502,"Waukegan, North Chicago/Lake County CoC",292.0,258.0,34.0,2020,IL,"Waukegan, North Chicago/Lake County",1006973,71569.0,27933.0,21628,383581,7966.0,5345.0,7188.0,18228.0,0.0,3320.6639396361684,1532.0264358032468,1150.2717070327342,412.378466945111,809.0105067302896,655.7263148600947,750.7462953621549,1090.0137613810205,0.07107340514591752,0.027739571964690214,0.05638444031377988,0.038458826602103535
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",140.0,128.0,12.0,2020,IL,"Champaign, Urbana, Rantoul/Champaign County",210006,37232.0,5152.0,10620,93679,3068.0,2455.0,2609.0,10072.0,0.0,1999.0,678.0,907.0,322.0,415.0,444.0,393.0,718.0,0.17729017266173347,0.02453263240097902,0.11336585574141483,0.08668323762178223
IL-504,Madison County CoC,79.0,47.0,32.0,2020,IL,Madison County,264403,32152.0,7385.0,11231,119660,2617.0,2004.0,2597.0,6624.0,0.0,1945.0,750.0,936.0,297.0,496.0,365.0,400.0,621.0,0.12160225110910239,0.027930847985839797,0.0938575965234832,0.05235190220988416
IL-506,"Joliet, Bolingbrook/Will County CoC",276.0,234.0,42.0,2020,IL,"Joliet, Bolingbrook/Will County",178381,9073.0,3989.0,2022,63491,912.0,721.0,663.0,2603.0,0.0,1475.2687890686225,697.7119749581485,438.4016423326902,105.09519494249011,322.11799080461185,260.4995201531089,221.0701246211256,546.9122415890871,0.05086304034622521,0.022362247100307767,0.031847033437810084,0.027463687276111245
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",311.0,274.0,37.0,2020,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties",386792,45531.0,11082.0,18346,174586,3485.0,2191.0,2834.0,9140.0,0.0,2343.0411861510247,898.4942960308651,1008.9643204791734,322.03571230532805,489.0122697847161,404.84441455947,397.23292914862935,726.8369830986863,0.11771443049494301,0.028651057932945874,0.10508288178891778,0.04563176073962233
IL-508,"East St. Louis, Belleville/St. Clair County CoC",298.0,162.0,136.0,2020,IL,"East St. Louis, Belleville/St. Clair County",261186,37001.0,7051.0,15987,120618,2532.0,2417.0,3108.0,8204.0,0.0,2508.0,732.0,1025.0,216.0,445.0,388.0,514.0,946.0,0.14166532662546996,0.02699608707970565,0.1325424066059792,0.06225831399845321
IL-511,Cook County CoC,846.0,728.0,118.0,2020,IL,Cook County,689704,46353.0,18194.0,12851,245246,3365.0,2408.0,4044.0,10421.0,0.0,2780.0,1157.0,870.0,216.0,417.0,369.0,510.0,742.0,0.06720709173790496,0.026379432336190597,0.052400446898216484,0.029343022514006008
IL-512,Bloomington/Central Illinois CoC,408.0,356.0,52.0,2020,IL,Bloomington/Central Illinois,521882,69695.0,11903.0,24647,229790,4429.0,3282.0,4141.0,12829.0,0.0,2344.740497368525,731.7848044336531,1053.9444956922541,512.5017073142293,460.3476946830515,418.9200401031204,599.493119226568,728.2396583543085,0.1335455141200501,0.02280783778708597,0.10725880151442621,0.04729229979190698
IL-513,Springfield/Sangamon County CoC,294.0,251.0,43.0,2020,IL,Springfield/Sangamon County,195963,26859.0,4862.0,7859,91952,1966.0,1194.0,1748.0,6171.0,0.0,1667.0,509.0,674.0,201.0,344.0,282.0,276.0,610.0,0.137061588156948,0.024810806121563764,0.08546850530711676,0.056536182850844295
IL-515,South Central Illinois CoC,123.0,91.0,32.0,2020,IL,South Central Illinois,393715,48875.0,8417.0,23878,184309,3120.0,2185.0,2620.0,6648.0,0.0,2219.729488023259,597.2964088289833,932.4017374501186,656.853103821547,383.3640567398044,344.89998550304404,344.66360411276384,551.6747230026041,0.1241380186175279,0.021378408239462555,0.12955417261229782,0.03701408379157512
IL-516,Decatur/Macon County CoC,135.0,112.0,23.0,2020,IL,Decatur/Macon County,104688,15336.0,3848.0,6554,50364,947.0,683.0,922.0,3061.0,0.0,1030.0,443.0,517.0,182.0,221.0,183.0,222.0,427.0,0.14649243466299863,0.03675683937031943,0.13013263442141212,0.0536164603392939
IL-517,"Aurora, Elgin/Kane County CoC",410.0,345.0,65.0,2020,IL,"Aurora, Elgin/Kane County",6627278,795801.0,230764.0,231378,2749011,81977.0,58241.0,76514.0,226372.0,0.0,12991.109190519492,4535.665111094513,3998.975993926445,841.4297356285907,2732.5096523159805,2190.3869521159954,2504.464413801881,3249.7159875903003,0.12007961639756172,0.03482032894953252,0.08416772431976445,0.06686063267603985
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",135.0,117.0,18.0,2020,IL,"Rock Island, Moline/Northwestern Illinois",643029,78925.0,16388.0,34680,304886,6114.0,4026.0,5617.0,13943.0,0.0,2979.5798361513994,844.1557913086897,1169.708510698285,451.9546437420463,570.0710482036428,475.555464693657,557.5939382740813,866.7237160710441,0.12273940988664586,0.025485631285680738,0.11374743346693518,0.046187652500898096
IL-519,West Central Illinois CoC,113.0,110.0,3.0,2020,IL,West Central Illinois,217700,28489.0,6233.0,15247,103057,1722.0,1370.0,1755.0,4416.0,0.0,1734.3511755120414,560.5559740115166,735.0244893879387,336.63036107873575,267.54812651184835,320.3779018596632,326.8378803015342,458.4321105681843,0.13086357372531007,0.028631143775838308,0.14794725249133975,0.04254937988056959
IL-520,Southern Illinois CoC,233.0,187.0,46.0,2020,IL,Southern Illinois,572948,81393.0,14947.0,38552,272128,5305.0,3591.0,4730.0,11552.0,0.0,2514.7987991089863,791.8042687432293,1174.6246208895845,562.0729490021736,491.931905856898,467.05353012261884,492.7747964334215,716.6624030880928,0.14206001242695673,0.026087882320908702,0.1416686265286924,0.04394465117253224
IN-502,Indiana Balance of State CoC,4037.0,3257.0,780.0,2020,IN,Indiana Balance of State,5739556,684122.0,131439.0,253934,2479009,49154.0,35719.0,46963.0,122368.0,32.526911934581186,9477.465378464856,3136.618720852122,3631.637371764973,1377.943032204162,1865.782677591364,1581.4230932928733,1856.7651978642857,2835.4509341549183,0.11919423732428083,0.022900551889379596,0.10243367410122352,0.044289837053597875
IN-503,Indianapolis CoC,1588.0,1402.0,186.0,2020,IN,Indianapolis,957337,154027.0,28426.0,47016,424711,15440.0,10796.0,14524.0,40702.0,0.0,5945.0,1747.0,1824.0,436.0,1211.0,930.0,1263.0,2002.0,0.16089109686557607,0.029692783210092163,0.11070115914115716,0.08509229247381016
KS-502,Wichita/Sedgwick County CoC,619.0,558.0,61.0,2020,KS,Wichita/Sedgwick County,515416,67860.0,13680.0,21318,220638,5959.0,4608.0,6574.0,14458.0,0.0,3156.0,979.0,1105.0,200.0,521.0,509.0,796.0,948.0,0.1316606391730175,0.02654166731339345,0.09661980257253963,0.061307759169292375
KS-503,Topeka/Shawnee County CoC,467.0,375.0,92.0,2020,KS,Topeka/Shawnee County,177293,19151.0,3641.0,7164,80126,2232.0,1044.0,2257.0,4909.0,0.0,1877.0,427.0,772.0,181.0,407.0,237.0,353.0,469.0,0.10801892911733683,0.02053662581150976,0.08940918054064848,0.058896854359732194
KS-505,"Overland Park, Shawnee/Johnson County CoC",180.0,156.0,24.0,2020,KS,"Overland Park, Shawnee/Johnson County",597574,28855.0,10664.0,11197,244796,6410.0,3896.0,6211.0,11414.0,0.0,1880.0,965.0,955.0,234.0,566.0,558.0,684.0,674.0,0.04828690672619625,0.017845488592207828,0.04574012647265478,0.04674065471389317
KS-507,Kansas Balance of State CoC,943.0,720.0,223.0,2020,KS,Kansas Balance of State,1456889,177543.0,28217.0,90873,666577,15467.0,10512.0,13556.0,34075.0,433.3197433766433,4025.0150310278345,1302.0103686223085,1909.112097285018,828.1443110955964,939.9382958471264,838.7454917911631,864.2031011284326,1432.779815603221,0.12186446599569356,0.019367982049421747,0.13632783609395463,0.05052546899592213
KY-500,Kentucky Balance of State CoC,2220.0,1464.0,756.0,2020,KY,Kentucky Balance of State,3371333,565996.0,82390.0,203853,1504569,27039.0,19691.0,24170.0,69704.0,0.0,8275.754346281672,2369.507754787901,3210.8978495118777,1068.1146942159348,1286.9592068127101,1101.3827672521484,1285.496402173106,2170.1566763715473,0.1678849286024252,0.02443840463104653,0.1354892995934384,0.04170575852340899
KY-501,Louisville-Jefferson County CoC,1102.0,961.0,141.0,2020,KY,Louisville-Jefferson County,768419,103083.0,21605.0,30761,347172,9274.0,8409.0,8545.0,23764.0,0.0,3822.0,1327.0,1411.0,452.0,731.0,943.0,689.0,1299.0,0.13414946793351024,0.028116170995251287,0.08860449575426589,0.06505825597753309
KY-502,Lexington-Fayette County CoC,689.0,658.0,31.0,2020,KY,Lexington-Fayette County,322200,48816.0,9300.0,11887,142813,4843.0,3981.0,3993.0,13626.0,0.0,2409.0,777.0,767.0,543.0,501.0,586.0,438.0,825.0,0.15150837988826815,0.028864059590316574,0.08323471952833425,0.08207014276846679
LA-500,Lafayette/Acadiana CoC,417.0,234.0,183.0,2020,LA,Lafayette/Acadiana,656517,127859.0,20398.0,40956,287163,5372.0,5288.0,6231.0,15480.0,0.0,4482.840282677937,1343.3238626630587,1672.6553739488597,369.22486373482485,647.8896510980863,688.8693635225768,898.0400881920584,1177.3092202136193,0.19475352504200197,0.03107002560482059,0.14262283093574032,0.0493071771180335
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",298.0,256.0,42.0,2020,LA,"Shreveport, Bossier/Northwest Louisiana",474110,102534.0,12960.0,36124,223983,5308.0,3964.0,6150.0,17674.0,0.0,4012.000997008849,1127.665287219572,1611.1626236975583,543.2678897192434,633.5100630613534,570.0175435896688,723.6221389648053,1220.6080451971468,0.21626626732192952,0.027335428487059964,0.16128009715023015,0.06980658496973276
LA-503,New Orleans/Jefferson Parish CoC,1314.0,759.0,555.0,2020,LA,New Orleans/Jefferson Parish,826152,152336.0,28566.0,55364,380588,11277.0,8952.0,11349.0,41425.0,0.0,4996.840001440911,1601.4256148819402,1513.005617967098,415.35647340567596,891.9641248391104,824.2293370173134,1014.5289547371233,1766.499363147352,0.18439221838112116,0.03457717223949104,0.14546964171229781,0.08836509504304292
LA-505,Monroe/Northeast Louisiana CoC,162.0,122.0,40.0,2020,LA,Monroe/Northeast Louisiana,348850,84227.0,8391.0,33038,162173,4434.0,2729.0,4203.0,11237.0,0.0,3028.921920419871,790.8223567907017,1254.1770209982321,580.8304399736639,664.7932009279276,408.8202539013937,541.8911329778334,843.6243239736511,0.24144188046438297,0.024053318045005018,0.2037207179986804,0.06479289092733266
LA-506,Slidell/Southeast Louisiana CoC,118.0,84.0,34.0,2020,LA,Slidell/Southeast Louisiana,589276,82993.0,17012.0,31548,245519,3599.0,2504.0,4330.0,11213.0,0.0,4378.296358174033,1469.060584182967,1596.067354468476,264.8282462276258,610.961537250914,509.77445993301785,797.1794026440974,1156.1115863099028,0.1408389277689911,0.028869324391286935,0.12849514701509862,0.03673321160203368
LA-507,Alexandria/Central Louisiana CoC,107.0,91.0,16.0,2020,LA,Alexandria/Central Louisiana,300729,54726.0,7551.0,28522,137701,2867.0,2211.0,2903.0,7847.0,0.0,2698.7271073600605,783.9317572340083,1197.0730971832922,541.3270730344086,416.06249530569323,357.6744329694254,407.08107300634845,844.4424195882157,0.18197779396067557,0.025108985166046507,0.20712994095903442,0.05263210398731084
LA-509,Louisiana Balance of State CoC,757.0,474.0,283.0,2020,LA,Louisiana Balance of State,1120416,183937.0,36598.0,80020,491975,10086.0,8470.0,11252.0,31121.0,0.0,5549.456549969555,1942.754745200742,2264.2062626889806,563.1127773368315,1219.9610649524845,992.782453511342,1031.1973622929802,1796.1570087272437,0.16416848741895868,0.03266465312883786,0.16265054118603586,0.05438069431354069
MA-503,Cape Cod Islands CoC,336.0,286.0,50.0,2020,MA,Cape Cod Islands,242147,16167.0,5338.0,88137,194592,2163.0,1497.0,1908.0,5753.0,0.0,1349.5558528641932,593.297564464915,1625.3888765461636,152.66302761310612,454.34128141739444,296.6310840084026,379.4772720466932,546.8317840067456,0.06676522938545594,0.022044460596249385,0.45293228909718797,0.046752592433521784
MA-504,Springfield/Hampden County CoC,2257.0,2153.0,104.0,2020,MA,Springfield/Hampden County,466647,71113.0,14240.0,13221,193713,6882.0,4988.0,5910.0,17116.0,0.0,3004.0,1102.0,823.0,341.0,782.0,649.0,587.0,967.0,0.15239142220993598,0.030515571727665666,0.06825045298973223,0.07478029431240317
MA-505,New Bedford CoC,398.0,350.0,48.0,2020,MA,New Bedford,563301,58446.0,16304.0,15678,236043,7519.0,4848.0,6615.0,17311.0,0.0,2961.0,1087.0,1106.0,328.0,753.0,613.0,729.0,950.0,0.10375625109843582,0.028943673098396773,0.0664201014221985,0.06442914179097854
MA-506,Worcester City & County CoC,1401.0,1212.0,189.0,2020,MA,Worcester City & County,826655,77219.0,21615.0,22452,336533,10025.0,6679.0,8496.0,22825.0,0.0,3827.0,1224.0,1186.0,508.0,889.0,785.0,942.0,1071.0,0.09341139895119488,0.026147546437147298,0.06671559698454535,0.05809557796178575
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",591.0,490.0,101.0,2020,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties",357817,33604.0,10484.0,22244,167427,4369.0,2730.0,4148.0,10746.0,0.0,1908.08254538424,756.9689557703143,928.8282941426795,492.5545655051834,474.15081988751217,420.06309049951057,541.7056396235874,877.8735672065767,0.09391392806937625,0.02929989352098978,0.1328579022499358,0.0614643798366204
MA-509,Cambridge CoC,501.0,438.0,63.0,2020,MA,Cambridge,1605899,112373.0,38804.0,29428,641278,20841.0,13310.0,17753.0,46585.0,0.0,4761.0,1821.0,1395.0,560.0,1389.0,1011.0,1054.0,1882.0,0.06997513542258885,0.024163412518470963,0.04588961417669092,0.061329510760016664
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1079.0,1049.0,30.0,2020,MA,"Quincy, Brockton, Weymouth, Plymouth City and County",1222337,74824.0,32062.0,29914,488236,12411.0,8177.0,9718.0,28891.0,0.0,3356.0430569347586,1580.1778380929154,1325.5165031036015,465.02688094345683,970.4127987614343,829.1905691697175,732.4295187934467,1537.874507233929,0.06121388782307989,0.026230082211370513,0.061269549971734984,0.04842936113363172
MA-516,Massachusetts Balance of State CoC,3631.0,3157.0,474.0,2020,MA,Massachusetts Balance of State,1588200,209708.0,54922.0,44955,655187,27890.0,18843.0,24143.0,77938.0,0.0,5615.436314303635,2211.9278921339187,1692.6216352156202,872.3170295253899,1278.174088299399,1157.1067366496488,1317.1674153273,2242.930672134117,0.13204130462158417,0.03458128699156277,0.06861399875150148,0.09369978592116862
MD-501,Baltimore CoC,2193.0,1895.0,298.0,2020,MD,Baltimore,602274,116258.0,23041.0,51437,293936,9947.0,7889.0,9787.0,32537.0,0.0,3475.0,1314.0,1314.0,383.0,770.0,844.0,772.0,1293.0,0.19303174302726,0.038256673872689176,0.1749938762179522,0.0998880908025251
MD-503,Annapolis/Anne Arundel County CoC,319.0,229.0,90.0,2020,MD,Annapolis/Anne Arundel County,575421,31967.0,13024.0,13208,226330,5062.0,3629.0,5270.0,10516.0,0.0,2538.0,960.0,1207.0,523.0,670.0,514.0,831.0,821.0,0.05555410734053849,0.022633862858672173,0.05835726593911545,0.042537550767177426
MD-504,Howard County CoC,139.0,99.0,40.0,2020,MD,Howard County,322407,16336.0,6860.0,4377,120834,2946.0,1717.0,1835.0,6776.0,0.0,1677.0,870.0,546.0,214.0,580.0,445.0,354.0,660.0,0.05066887505544235,0.02127745365330157,0.03622324842345698,0.04117156265217567
MD-505,Baltimore County CoC,712.0,496.0,216.0,2020,MD,Baltimore County,828193,74944.0,22293.0,22233,337580,8539.0,6891.0,9319.0,26089.0,0.0,4041.0,1580.0,1344.0,423.0,779.0,672.0,760.0,1499.0,0.09049098458934089,0.026917638762945353,0.06585994430949701,0.06138424256181832
MD-506,Carroll County CoC,130.0,107.0,23.0,2020,MD,Carroll County,168233,7841.0,3145.0,2506,63767,700.0,636.0,863.0,2218.0,0.0,932.0,458.0,374.0,189.0,208.0,215.0,267.0,390.0,0.04660797822068203,0.01869431086647685,0.03929932410180814,0.026255253131074165
MD-511,Mid-Shore Regional CoC,157.0,129.0,28.0,2020,MD,Mid-Shore Regional,171960,17579.0,3644.0,13024,82701,1337.0,1589.0,1970.0,3903.0,0.0,1348.1709832213419,424.5067726197074,702.811496775629,171.71779173981943,247.22257178502127,292.5029914376945,306.6512677293215,483.22768960397957,0.1022272621539893,0.02119097464526634,0.15748298085875626,0.051168876482903
MD-513,"Wicomico, Somerset, Worcester Counties CoC",310.0,256.0,54.0,2020,MD,"Wicomico, Somerset, Worcester Counties",180888,24358.0,6725.0,41101,110413,1717.0,1774.0,2165.0,5979.0,0.0,1876.8087276011906,870.303969886384,905.8277982044932,492.6205436235886,375.1453051818722,353.3199683006892,343.0830803172899,694.7150494987135,0.13465790986687895,0.03717770111892442,0.3722478331355909,0.06432156914775994
MD-600,Prince George's County CoC,466.0,375.0,91.0,2020,MD,Prince George's County,910551,76405.0,32959.0,18773,334407,10968.0,8405.0,11240.0,27809.0,0.0,3338.0,1541.0,1003.0,333.0,878.0,808.0,828.0,1422.0,0.08391073097498108,0.036196764376734525,0.05613817892568038,0.06416115077573908
MD-601,Montgomery County CoC,670.0,567.0,103.0,2020,MD,Montgomery County,1047661,68410.0,27203.0,17650,390475,11760.0,8628.0,11320.0,30237.0,0.0,3769.0,1432.0,1101.0,422.0,919.0,801.0,966.0,1467.0,0.06529783966378437,0.025965460201343757,0.04520135732121135,0.05912695041621288
ME-500,Maine Statewide CoC,2097.0,1956.0,141.0,2020,ME,Maine Statewide,1340825,144384.0,28442.0,177242,746793,14336.0,10090.0,11693.0,28060.0,0.0,3987.8548118004496,1373.514106225342,2183.5200937935056,622.5793122165239,1016.3911648573103,878.3433269513692,912.2998410610406,1329.1613897491907,0.10768295638879048,0.021212313314563795,0.23733752191035534,0.04786530680737606
MI-500,Michigan Balance of State CoC,1502.0,1230.0,272.0,2020,MI,Michigan Balance of State,2172022,297047.0,58850.0,293187,1184076,16567.0,10776.0,15112.0,38425.0,0.0,4742.583789454858,1658.1773125935597,2324.916342580954,858.8294359184482,868.7168698718818,667.5282765546341,802.3559060666282,1319.9208309591904,0.13676058529793897,0.027094569023702338,0.2476082616318547,0.03723719188847995
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",260.0,239.0,21.0,2020,MI,"Dearborn, Dearborn Heights, Westland/Wayne County",1753059,369572.0,73084.0,120096,814954,20934.0,14327.0,20266.0,70289.0,0.0,6971.0,2456.0,2177.0,497.0,1138.0,946.0,1154.0,2359.0,0.21081549451558676,0.041689412621024165,0.147365372769506,0.07176940422427311
MI-503,"St. Clair Shores, Warren/Macomb County CoC",251.0,199.0,52.0,2020,MI,"St. Clair Shores, Warren/Macomb County",870893,85406.0,25226.0,18344,367684,8246.0,4716.0,7728.0,20838.0,0.0,3254.0,1382.0,1214.0,290.0,776.0,501.0,804.0,1144.0,0.09806715635560281,0.028965670868866783,0.04989066698578127,0.04768438832324982
MI-504,"Pontiac, Royal Oak/Oakland County CoC",459.0,335.0,124.0,2020,MI,"Pontiac, Royal Oak/Oakland County",1255340,96720.0,31608.0,32505,542094,10291.0,7735.0,10605.0,30343.0,0.0,3227.0,1368.0,1605.0,351.0,768.0,646.0,893.0,1639.0,0.07704685583188618,0.025178836012554367,0.0599619254225282,0.04697850781461596
MI-505,Flint/Genesee County CoC,349.0,276.0,73.0,2020,MI,Flint/Genesee County,406770,72532.0,16788.0,22002,192583,3466.0,3420.0,4281.0,13011.0,0.0,3003.0,1005.0,1011.0,245.0,448.0,460.0,530.0,1015.0,0.17831206824495416,0.0412714801976547,0.11424684421781778,0.059438995009464805
MI-506,"Grand Rapids, Wyoming/Kent County CoC",923.0,837.0,86.0,2020,MI,"Grand Rapids, Wyoming/Kent County",652617,71267.0,16202.0,12320,257115,6441.0,4497.0,5769.0,16211.0,0.0,3259.0,1111.0,1081.0,380.0,523.0,662.0,681.0,1042.0,0.10920187491285088,0.024826199746558853,0.04791630204383253,0.050439997732207406
MI-507,"Portage, Kalamazoo City & County CoC",639.0,496.0,143.0,2020,MI,"Portage, Kalamazoo City & County",264322,36923.0,8780.0,8307,112585,2970.0,2227.0,3467.0,8265.0,0.0,2034.0,897.0,818.0,427.0,396.0,439.0,580.0,782.0,0.13968946966200316,0.03321706100892094,0.07378425189856552,0.06404688221184766
MI-508,"Lansing, East Lansing/Ingham County CoC",512.0,482.0,30.0,2020,MI,"Lansing, East Lansing/Ingham County",369880,56573.0,11855.0,12107,155967,3663.0,2818.0,4419.0,13620.0,0.0,2432.8314779285474,1020.5919850753287,788.1046884773622,283.0070670495703,483.8274485805864,453.08387744434253,557.7212565430871,891.3613184337763,0.15294960527738727,0.032050935438520604,0.07762539511563343,0.06629177030388234
MI-509,Washtenaw County CoC,274.0,257.0,17.0,2020,MI,Washtenaw County,368385,48329.0,8981.0,8713,151753,4024.0,2866.0,4150.0,15509.0,0.0,2066.0,851.0,777.0,522.0,460.0,417.0,539.0,876.0,0.13119155231619095,0.024379385697028924,0.057415668882987485,0.07206862385819184
MI-510,Saginaw City & County CoC,431.0,421.0,10.0,2020,MI,Saginaw City & County,191166,32470.0,5742.0,8809,87789,2383.0,1433.0,1803.0,5530.0,0.0,1840.0,688.0,737.0,206.0,472.0,245.0,292.0,604.0,0.16985237960725233,0.03003672201123631,0.10034286755743886,0.05832104035236391
MI-511,Lenawee County CoC,168.0,161.0,7.0,2020,MI,Lenawee County,98310,10523.0,2274.0,5201,43894,556.0,525.0,749.0,1590.0,0.0,1038.0,349.0,434.0,221.0,132.0,189.0,192.0,285.0,0.10703895839690775,0.023130912419896246,0.11848999863307058,0.03478791577662496
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",211.0,183.0,28.0,2020,MI,"Grand Traverse, Antrim, Leelanau Counties",173018,17655.0,3625.0,31930,103349,1123.0,788.0,1152.0,2875.0,0.0,1323.562994345188,436.2934792086629,768.6078323826788,220.38829370000576,220.53571139386926,242.59843363055748,279.02329651840904,395.2088055699164,0.10204140609647551,0.020951577292536036,0.3089531587146465,0.03432012854153903
MI-514,Battle Creek/Calhoun County CoC,229.0,182.0,47.0,2020,MI,Battle Creek/Calhoun County,133943,21667.0,4083.0,6765,60889,1200.0,918.0,1709.0,3753.0,0.0,1391.0,420.0,538.0,184.0,268.0,211.0,361.0,417.0,0.16176283941676683,0.03048311595230807,0.11110381185435793,0.05659123657078011
MI-515,Monroe City & County CoC,184.0,182.0,2.0,2020,MI,Monroe City & County,150000,16657.0,3667.0,3956,64760,1076.0,916.0,1278.0,2168.0,0.0,1554.0,589.0,429.0,158.0,276.0,265.0,287.0,338.0,0.11104666666666667,0.024446666666666665,0.06108709079678814,0.03625333333333333
MI-516,"Norton Shores, Muskegon City & County CoC",129.0,122.0,7.0,2020,MI,"Norton Shores, Muskegon City & County",173679,23535.0,5955.0,8271,74335,1072.0,1070.0,1585.0,3114.0,0.0,1534.0,651.0,683.0,179.0,241.0,213.0,296.0,410.0,0.13550861071286685,0.03428739225813138,0.1112665635299657,0.03938875742029837
MI-517,Jackson City & County CoC,100.0,75.0,25.0,2020,MI,Jackson City & County,158174,18397.0,4633.0,7503,69719,1120.0,999.0,1612.0,3156.0,0.0,1390.0,536.0,621.0,274.0,198.0,274.0,325.0,441.0,0.11630862215029018,0.029290528152540872,0.10761772257203919,0.04354065775664774
MI-518,Livingston County CoC,47.0,47.0,0.0,2020,MI,Livingston County,190832,9944.0,3901.0,4115,77020,1014.0,542.0,801.0,2023.0,0.0,1186.0,465.0,411.0,150.0,186.0,217.0,247.0,334.0,0.05210866102121237,0.020442064224029513,0.05342768112178655,0.022952125429697327
